,order_id,start_state_abr,end_state_abr,start_city,end_city,start_zip,end_zip,total_volume_inches3,total_distance_miles,total_weight_lbs,total_predicted_hours
912,10912,ca,ca,ranchocucamonga,chatsworth,91730,91311,1.0,58.85758,1.0,1.3191667
913,10913,tx,tx,roundrock,sanantonio,78681,78229,72.0,85.733315,0.25,1.8119445
914,10914,ca,ca,westsacramento,sanfrancisco,95691,94109,3375.0,71.15092,15.0,1.5663888
915,10915,il,il,chicago,gurnee,60641,60031,864.0,30.06191,5.0,0.85583335
916,10916,wa,or,vancouver,portland,98684,97230,1.0,3.9141068,1.0,0.22972222
917,10917,ga,ga,atlanta,norcross,30354,30071,8160.0,23.877956,55.0,0.5472222
918,10918,ca,ca,sandiego,sandiego,92123,92103,5832.0,4.796841,10.0,0.2575
919,10919,tx,tx,bedford,dallas,76022,75230,48.0,20.98747,1.0,0.5963889
920,10920,ny,nj,commack,livingston,11725,7039,864.0,55.535667,5.0,1.4922222
921,10921,tx,tx,fortworth,fortworth,76133,76116,11664.0,6.3314834,60.0,0.26222223
922,10922,ca,ca,ranchocucamonga,losangeles,91730,90064,1.0,49.269627,1.0,1.1733333
923,10923,tx,tx,carrollton,grapevine,75006,76051,1.0,7.9595847,1.0,0.34194446
924,10924,tx,tx,sanantonio,dallas,78229,75231,810.0,257.21454,1.0,4.6630554
925,10925,ca,ca,sacramento,sacramento,95823,95823,1.0,2.7635903,1.0,0.18611111
926,10926,wa,wa,arlington,seattle,98223,98104,2925.0,39.00484,15.0,0.9222222
927,10927,ca,ca,irvine,anaheim,92606,92805,192.0,10.762379,50.0,0.5461111
928,10928,ca,ca,victorville,highland,92395,92346,1.0,24.782976,1.0,0.9036111
929,10929,ga,ga,norcross,atlanta,30071,30337,1144.0,22.001867,11.0,0.54333335
930,10930,ga,ga,collegepark,warnerrobins,30337,31093,3456.0,82.85959,12.0,1.5436112
931,10931,ca,ca,vista,sandiego,92081,92126,1.0,19.05549,1.0,0.51361114
932,10932,ca,ca,sandiego,springvalley,92131,91977,192.0,13.621261,10.0,0.51861113
933,10933,ca,ca,hemet,highland,92543,92346,1.0,29.260359,1.0,0.8308333
934,10934,tn,tn,memphis,memphis,38119,38134,1.0,8.179355,1.0,0.3025
935,10935,tx,tx,plano,dallas,75075,75231,8.0,8.770188,5.0,0.29055557
936,10936,oh,oh,cleveland,cleveland,44143,44135,512.0,21.28464,2.0,0.62583333
937,10937,tx,tx,waco,sanantonio,76712,78229,3135.0,160.93445,20.0,3.0633333
938,10938,ny,ny,newyorkcity,newyorkcity,10016,10029,189.75,3.484507,1.0,0.22611111
939,10939,ca,ca,placerville,sacramento,95667,95834,1.0,37.264893,1.0,0.865
940,10940,ca,ca,oakland,livermore,94621,94551,4374.0,27.82691,23.0,0.6527778
941,10941,ca,ca,santaana,riverside,92705,92503,280.0,26.952333,10.0,0.74083334
942,10942,ny,ny,tuckahoe,eastmeadow,10707,11554,1000.0,21.846096,5.0,0.8630555
943,10943,ca,ca,ranchocucamonga,burbank,91730,91504,1.0,43.661587,1.0,1.0211111
944,10944,ny,nj,newyorkcity,raritan,11377,8869,1.0,40.312325,11.02,1.1722223
945,10945,ca,ca,sacramento,fairoaks,95815,95628,192.0,12.98934,2.0,0.4761111
946,10946,nc,sc,durham,charleston,27707,29405,13824.0,223.68173,25.0,4.6530557
947,10947,ca,ca,davis,sacramento,95616,95827,1728.0,22.581575,2.0,0.5236111
948,10948,fl,fl,naples,fortlauderdale,34104,33315,3456.0,99.822845,20.0,1.528889
949,10949,ca,ca,sacramento,elkgrove,95815,95758,1728.0,13.200006,2.0,0.42777777
950,10950,fl,fl,tampa,orlando,33615,32803,7616.0,82.56925,20.0,1.6302778
951,10951,ca,ca,wildomar,losangeles,92595,90012,1536.0,64.54784,10.0,1.3825
952,10952,ca,ca,ranchocucamonga,cypress,91730,90630,1.0,33.064793,1.0,0.9488889
953,10953,co,co,englewood,denver,80112,80249,2000.0,21.939512,30.0,0.91
954,10954,nc,sc,lumberton,charleston,28358,29405,4050.0,136.65292,15.0,2.7638888
955,10955,fl,fl,tampa,tampa,33614,33606,0.061023746,4.9520245,11.02,0.2961111
956,10956,ca,ca,concord,richmond,94520,94804,192.0,18.597069,3.0,0.60333335
957,10957,tx,tx,fortworth,houston,76104,77054,5049.0,239.85944,55.0,4.2544446
958,10958,wa,wa,redmond,bellevue,98052,98004,1.0,4.9387093,1.0,0.18555556
959,10959,ca,ca,perris,murrieta,92571,92563,192.0,20.62216,1.0,0.64444447
960,10960,il,il,foxrivergrove,chicago,60021,60018,7776.0,21.709333,38.0,0.6969444
961,10961,ca,ca,losangeles,sandiego,90012,92123,1000.0,107.98181,5.0,2.4975
962,10962,ca,ca,ranchocucamonga,losangeles,91730,90020,1.0,40.91224,1.0,1.2133334
963,10963,ny,ny,newyorkcity,newyorkcity,11234,11430,717.6392,7.30269,2.2046225,0.49277776
964,10964,co,co,denver,centennial,80249,80112,1728.0,18.957354,10.0,0.61583334
965,10965,ca,ca,oceanside,sanmarcos,92056,92069,192.0,5.415338,15.0,0.3861111
966,10966,ca,ca,unioncity,sanfrancisco,94587,94128,3840.0,18.369576,12.0,0.5075
967,10967,tx,tx,arlington,fortworth,76014,76116,1690.0,20.334051,10.0,0.5316667
968,10968,ma,ma,boston,norwood,2128,2062,2.0,16.21392,2.0,0.7122222
969,10969,ca,ca,sanleandro,newark,94577,94560,192.0,15.081857,10.0,0.59555554
970,10970,ma,ma,everett,dorchester,2149,02125,1727.642,5.171144,38.4,0.48472223
971,10971,ca,ca,sanjose,morganhill,95131,95037,192.0,23.993824,10.0,0.88277775
972,10972,ny,ny,newyorkcity,newyorkcity,11430,11220,7700.0,12.281657,42.0,0.59194446
973,10973,ca,ca,carlsbad,sandiego,92011,92101,1728.0,27.021889,4.0,0.6397222
974,10974,il,wi,desplaines,hartland,60018,53029,1728.0,80.00787,2.0,1.7144444
975,10975,fl,fl,brooksville,tampa,34613,33607,7776.0,38.784996,38.0,0.8908333
976,10976,pa,pa,philadelphia,norristown,19113,19403,480.0,18.689682,8.0,0.6919444
977,10977,ca,ca,sacramento,sacramento,95815,95826,1728.0,4.906221,15.0,0.31138888
978,10978,nj,nj,newark,livingston,7114,7039,864.0,11.914411,5.0,0.44472224
979,10979,tn,tn,memphis,memphis,38141,38116,672.0,7.6316953,3.0,0.32555556
980,10980,wa,wa,seattle,clydehill,98109,98004,594.0,5.8613305,10.0,0.25138888
981,10981,ca,ca,sacramento,northhighlands,95817,95660,512.0,9.981688,1.0,0.36472222
982,10982,tx,tx,dallas,dallas,75231,75231,1.0,0.27443433,5.0,0.04388889
983,10983,ca,ca,riverside,sanbernardino,92507,92411,8160.0,9.165347,10.0,0.38055557
984,10984,ca,ca,represa,sacramento,95630,95834,1.0,17.549623,1.0,0.60583335
985,10985,ca,ca,escondido,sandiego,92029,92111,5832.0,19.485306,1.0,0.54833335
986,10986,nv,nv,lasvegas,lasvegas,89119,89119,3720.0,1.8106835,37.0,0.17777778
987,10987,nj,ny,westorange,ithaca,7052,14850,1600.0,158.53044,8.0,3.6591666
988,10988,ca,ca,hemet,romoland,92543,92585,1000.0,12.756462,1.0,0.48805556
989,10989,tx,tx,grandprairie,dallas,75052,76051,4730.0,13.648383,4.8,0.33416668
990,10990,wa,wa,seattle,mukilteo,98158,98275,28880.0,32.497047,58.0,1.1077778
991,10991,fl,fl,miamibeach,miami,33140,33138,1536.0,3.7001493,40.0,0.29777777
992,10992,ca,ca,ranchocucamonga,losangeles,91730,90024,1.0,49.8444,1.0,1.3294444
993,10993,wa,wa,renton,seatac,98057,98158,3600.0,5.620901,9.0,0.24777777
994,10994,fl,fl,miami,tampa,33166,33614,1728.0,199.42665,1.0,4.128611
995,10995,ny,pa,newyorkcity,philadelphia,10016,19123,189.75,82.04605,1.0,1.9786111
996,10996,mi,mi,romulus,gardencity,48174,48135,10400.0,6.3363695,120.0,0.3475
997,10997,wa,wa,seatac,seatac,98168,98158,180.0,2.1674387,1.0,0.13694444
998,10998,tx,tx,bedford,woodway,76021,76712,3375.0,91.95219,25.0,1.8683333
999,10999,ga,ga,cumming,augusta,30041,30909,1512.0,126.99172,25.0,2.825
1000,11000,tx,tx,houston,houston,77089,77030,1.0,14.525219,1.0,0.46861112
1001,11001,ca,ca,chino,highland,91710,92346,2.0,30.998297,2.0,1.0411111
1002,11002,or,wa,portland,southbend,97227,98586,2197.0,94.645004,15.0,2.7033334
1003,11003,ca,ca,vannuys,vannuys,91406,91406,2.0,1.1602921,5.0,0.14638889
1004,11004,va,nj,leesburg,voorheestownship,20175,8043,16575.0,149.69882,75.0,3.3138888
1005,11005,ga,ga,norcross,atlanta,30071,30322,125.0,13.462027,5.0,0.53055555
1006,11006,tx,tx,sanantonio,sanantonio,78258,78229,72.0,8.969303,0.25,0.33472222
1007,11007,ca,ca,southsanfrancisco,southsanfrancisco,94080,94080,88.0,1.2543766,2.0,0.1275
1008,11008,ca,ca,sacramento,roseville,95815,95747,192.0,15.297947,5.0,0.49388888
1009,11009,co,co,denver,centennial,80249,80112,1322.5,19.204306,15.0,0.63416666
1010,11010,ca,ca,sacramento,sacramento,95817,95833,512.0,5.1935797,1.0,0.2575
1011,11011,ny,ny,newyorkcity,newyorkcity,11228,10001,189.75,8.94084,1.0,0.5477778
1012,11012,tn,tn,memphis,nashville,38115,37214,1000.0,195.13943,10.0,3.3772223
1013,11013,ca,ca,sacramento,citrusheights,95815,95621,192.0,9.352243,15.0,0.25388888
1014,11014,tx,tx,dallas,houston,75231,77030,1000.0,234.19353,3.0,4.0691667
1015,11015,ca,ca,sanjose,sanfrancisco,95126,94158,1728.0,39.44293,10.0,0.83694446
1016,11016,fl,fl,bradenton,st.petersburg,34209,33716,1.0,26.346888,1.0,0.73583335
1017,11017,ca,ca,sacramento,sacramento,95841,95837,1200.0,13.64681,1.0,0.43805555
1018,11018,ca,ca,lamirada,santaana,90638,92706,125.0,12.7400055,5.0,0.48666668
1019,11019,tx,tx,grandprairie,irving,75051,75061,2400.0,8.679309,20.0,0.28666666
1020,11020,ca,ca,carlsbad,carson,92010,90746,5832.0,76.27312,37.0,1.4730556
1021,11021,ca,ca,rocklin,sacramento,95677,95815,192.0,16.929136,28.0,0.4186111
1022,11022,fl,fl,sarasota,puntagorda,34243,33982,1728.0,46.75116,12.0,1.0475
1023,11023,il,il,gurnee,desplaines,60031,60018,864.0,26.179167,5.0,0.6886111
1024,11024,ca,ca,sacramento,sacramento,95815,95824,1728.0,5.66612,15.0,0.2797222
1025,11025,ca,ca,lajolla,pomona,92037,91768,1.0,86.40243,1.0,1.7283334
1026,11026,tx,tx,dallas,dallas,76051,76051,2554.8826,1.2709527,8.818,0.27305555
1027,11027,va,va,richmond,norfolk,23225,23507,7776.0,80.98209,45.0,1.7158333
1028,11028,ca,ca,anaheim,irvine,92806,92618,1050.0,13.853967,10.0,0.3925
1029,11029,ny,ny,newyorkcity,manhasset,10021,11030,3388.0,13.8632965,21.0,0.705
1030,11030,tn,tn,memphis,memphis,38115,38118,1.0,3.9599986,3.0,0.17472222
1031,11031,fl,fl,lakeland,tampa,33805,33619,1.0,25.484402,5.0,0.645
1032,11032,ca,ca,lagunahills,orange,92653,92868,1.0,16.80967,1.0,0.49416667
1033,11033,ga,ga,norcross,collegepark,30071,30337,300.0,22.287354,1.0,0.5272222
1034,11034,ny,nj,harrison,littleferry,10604,07643,2744.0,23.454641,10.0,0.8763889
1035,11035,ca,ca,vannuys,ranchocucamonga,91406,91730,6144.0,51.162937,30.0,1.0502778
1036,11036,pa,pa,norristown,philadelphia,19403,19113,10400.0,19.22109,40.0,0.6502778
1037,11037,ca,ca,murrieta,sandiego,92563,92126,1.0,49.7475,1.0,1.0002778
1038,11038,pa,pa,norristown,philadelphia,19403,19153,612.0,19.038803,10.0,0.71555555
1039,11039,ca,ca,ranchocucamonga,losangeles,91730,90077,1.0,49.962757,1.0,1.3386111
1040,11040,ny,ny,newyorkcity,newyorkcity,10017,10029,108.0,2.7003434,1.0,0.28833333
1041,11041,ca,ca,riverside,riverside,92507,92506,192.0,6.713191,10.0,0.38777778
1042,11042,ca,ca,costamesa,fountainvalley,92627,92708,594.0,5.3670974,10.0,0.27194443
1043,11043,ca,ca,pomona,highland,91767,92346,1.0,31.822376,1.0,1.085
1044,11044,wa,or,vancouver,portland,98664,97230,1.0,5.0700955,1.0,0.21388888
1045,11045,ca,ca,valencia,losangeles,91355,90045,520.0,32.395344,5.0,0.7536111
1046,11046,il,il,desplaines,bloomington,60018,61701,1.0,117.54717,1.0,2.4
1047,11047,tx,tx,bedford,greenville,76021,75402,512.0,60.8113,5.0,1.2833333
1048,11048,ca,ca,walnutcreek,sanramon,94598,94583,546.0,10.330282,5.0,0.3275
1049,11049,mn,mn,plymouth,minneapolis,55447,55450,308.0,15.340816,2.0,0.4888889
1050,11050,ca,ca,sanramon,sanfrancisco,94582,94109,125.0,25.38398,5.0,0.75777775
1051,11051,tx,tx,fortworth,burleson,76116,76028,4800.0,12.492647,40.0,0.39444444
1052,11052,ny,ny,newyorkcity,newyorkcity,10022,10017,5625.0,0.7357593,29.0,0.086388886
1053,11053,ga,ga,alpharetta,atlanta,30004,30322,84.0,20.200031,1.0,0.85944444
1054,11054,ca,ca,lincoln,sacramento,95648,95815,192.0,20.395164,50.0,0.57555556
1055,11055,ca,ca,sandiego,chulavista,92111,91914,960.0,16.53385,10.0,0.52
1056,11056,ca,ca,sanramon,sacramento,94583,95817,2744.0,60.677025,15.0,1.5088888
1057,11057,tx,tx,plano,plano,75024,75023,9600.0,6.30067,80.0,0.33722222
1058,11058,tx,tx,fortworth,dallas,76177,76051,910.4794,16.60207,2.205,0.5461111
1059,11059,tn,ga,memphis,acworth,38133,30101,1728.0,299.77536,1.0,6.036667
1060,11060,fl,fl,orlando,orlando,32839,32827,1728.0,7.1307144,5.0,0.3472222
1061,11061,ca,ca,sandiego,pomona,92103,91768,1.0,97.51792,1.0,1.8905555
1062,11062,ca,ca,sandiego,encinitas,92123,92024,5833.0,17.584139,2.0,0.41166666
1063,11063,ny,ny,poughkeepsie,newyorkcity,12601,10032,128.0,58.892082,1.0,1.5122222
1064,11064,ca,ca,sanfrancisco,sanfrancisco,94118,94128,160.0,12.227064,5.0,0.4511111
1065,11065,ca,ca,marinadelrey,southpasadena,90292,91030,2000.0,20.37601,20.0,1.0338889
1066,11066,ca,ca,lakeelsinore,highland,92530,92346,4.0,33.083645,4.0,1.0480555
1067,11067,ca,ca,sanleandro,pleasanton,94577,94588,192.0,15.952912,10.0,0.7575
1068,11068,ny,nj,newyorkcity,bernardstownship,10017,7920,3267.0,32.67635,23.0,0.9113889
1069,11069,ca,ca,encinitas,sandiego,92024,92126,1.0,13.535664,1.0,0.5094444
1070,11070,ca,ca,ranchocucamonga,northhollywood,91730,91602,8.0,46.1557,2.0,1.0666667
1071,11071,nj,nj,newark,livingston,7114,7039,864.0,11.914411,5.0,0.48583335
1072,11072,il,il,foxrivergrove,chicago,60021,60638,7776.0,36.719135,38.0,1.1941667
1073,11073,il,il,chicago,chicago,60611,60638,520.0,10.2040205,5.0,0.41972223
1074,11074,ca,ca,lincoln,sacramento,95648,95815,192.0,21.733994,28.0,0.60083336
1075,11075,il,il,lincolnshire,itasca,60069,60143,1.0,17.096436,1.0,0.54583335
1076,11076,ca,ca,sacramento,sacramento,95815,95831,1728.0,7.3648796,10.0,0.27333334
1077,11077,ca,ca,irvine,anaheim,92606,92804,1215.0,10.709402,1.0,0.5936111
1078,11078,ca,ca,ranchocucamonga,highland,91737,92346,1.0,21.830853,1.0,0.6308333
1079,11079,ny,ny,tuckahoe,newyorkcity,10707,10040,1000.0,9.124006,5.0,0.41111112
1080,11080,tx,tx,dallas,dallas,75231,75231,125.0,0.92041296,2.0,0.12555556
1081,11081,il,il,itasca,desplaines,60143,60018,1728.0,6.367351,20.0,0.40861112
1082,11082,co,tx,centennial,elpaso,80112,79925,1512.0,545.55414,5.0,10.120556
1083,11083,ny,ny,newyorkcity,newyorkcity,11430,11430,648.0,1.111113,3.0,0.2325
1084,11084,pa,pa,norristown,philadelphia,19403,19113,18816.0,19.22109,140.0,1.0011111
1085,11085,ca,ca,ranchocucamonga,glendale,91730,91208,8.0,38.164036,2.0,1.0972222
1086,11086,ca,ca,sacramento,lincoln,95815,95648,192.0,21.680311,3.0,0.5630556
1087,11087,ny,ct,newyorkcity,stamford,10016,6905,3168.0,31.336378,30.0,0.92194444
1088,11088,pa,pa,norristown,philadelphia,19403,19153,18816.0,19.038803,120.0,0.6988889
1089,11089,ca,ca,fontana,arcadia,92336,91007,1.0,35.430122,1.0,0.8913889
1090,11090,wa,wa,redmond,redmond,98052,98052,384.0,1.8291669,1.0,0.16583334
1091,11091,nc,nc,durham,charlotte,27707,28208,3375.0,122.79289,20.0,2.5897222
1092,11092,ca,ca,sancarlos,richmond,94070,94804,2592.0,29.71384,12.0,0.7875
1093,11093,ca,ca,southsanfrancisco,pacifica,94080,94044,192.0,7.5096655,5.0,0.41305557
1094,11094,wa,wa,seattle,seattle,98108,98158,250.0,6.0425663,5.0,0.29083332
1095,11095,fl,fl,tampa,tampa,33614,33607,600.0,0.22339942,2.0,0.029444445
1096,11096,ca,ca,vacaville,sacramento,95687,95834,1.0,34.361286,1.0,0.67527777
1097,11097,ca,ca,elsegundo,vannuys,90245,91406,1728.0,22.19376,30.0,0.93527776
1098,11098,ca,ca,sanleandro,fremont,94577,94536,192.0,13.063789,16.0,0.3797222
1099,11099,ny,ny,newyorkcity,manhasset,10031,11030,6394.0,13.113339,40.0,0.7608333
1100,11100,ca,ca,sanleandro,hayward,94577,94541,192.0,4.700395,18.0,0.17055556
1101,11101,ca,ca,longbeach,costamesa,90807,92626,960.0,15.166485,10.0,0.47055554
1102,11102,ca,ca,santaana,lamirada,92706,90638,1000.0,12.7400055,5.0,0.5019444
1103,11103,wa,wa,kirkland,seatac,98034,98158,25520.0,18.492668,144.0,0.7647222
1104,11104,wa,wa,seattle,seattle,98109,98158,864.0,12.779199,5.0,0.39916667
1105,11105,ca,ca,anaheim,westhills,92806,91304,30.0,51.34515,40.0,1.3791667
1106,11106,ca,ca,sacramento,sacramento,95815,95828,192.0,6.523674,10.0,0.35583332
1107,11107,ca,ca,carlsbad,sandiego,92011,92101,256.0,27.021889,1.0,0.6780556
1108,11108,ca,ca,roseville,sacramento,95661,95815,4000.0,13.269227,21.0,0.4611111
1109,11109,ca,ca,losangeles,sylmar,90031,91342,400.0,20.827095,2.0,0.5708333
1110,11110,fl,fl,winterhaven,tampa,33880,33619,1920.0,40.773067,16.0,0.9980556
1111,11111,fl,fl,jacksonville,jacksonville,32209,32207,1.0,5.1275196,1.0,0.27916667
1112,11112,nj,ny,livingston,syosset,7039,11791,7776.0,44.48178,10.0,1.6816666
1113,11113,mi,mi,detroit,bloomfieldhills,48242,48304,5950.0,23.624306,20.0,0.6552778
1114,11114,fl,fl,orlando,tampa,32827,33607,1728.0,78.89238,13.0,1.5066667
1115,11115,il,il,chicago,hillside,60612,60162,180.0,11.549644,2.204,0.31
1116,11116,fl,fl,jacksonville,jacksonville,32204,32207,2.0,1.5530353,2.0,0.16416667
1117,11117,pa,pa,norristown,norristown,19403,19403,9072.0,1.9807647,60.0,0.1886111
1118,11118,tx,tx,fortworth,dallas,76177,76051,27429.0,16.60207,40.0,0.4975
1119,11119,ca,ca,ranchocucamonga,calabasas,91730,91302,1.0,61.979412,1.0,1.3797222
1120,11120,ca,ca,ranchomurieta,sacramento,95683,95815,192.0,21.383968,28.0,0.72305554
1121,11121,fl,fl,tampa,safetyharbor,33615,34695,96.0,10.308173,1.0,0.38472223
1122,11122,fl,fl,orlando,fortlauderdale,32827,33315,972.0,179.25905,5.0,3.3083334
1123,11123,il,in,chicago,mishawaka,60654,46545,5184.0,76.03445,25.0,1.8422222
1124,11124,tn,tn,memphis,memphis,38134,38116,1.0,11.788018,1.0,0.41138887
1125,11125,ca,ca,oceanside,sanmarcos,92056,92078,192.0,9.369612,5.0,0.47
1126,11126,tx,tx,baytown,houston,77521,77061,1728.0,19.523224,5.0,0.57472223
1127,11127,ca,ca,lajolla,sandiego,92037,92126,1.0,9.788104,1.0,0.43861112
1128,11128,ca,ca,sacramento,sacramento,95843,95817,1.0,12.01185,1.0,0.43083334
1129,11129,tx,tx,dallas,dallas,76051,76051,2076.6414,2.8256001,13.228,0.18666667
1130,11130,ma,ma,everett,burlington,2149,01803,1727.642,10.276449,38.4,0.4652778
1131,11131,ca,ca,sanfrancisco,sanjose,94158,95119,2340.0,48.73891,25.0,1.0627778
1132,11132,az,az,goodyear,phoenix,85395,85034,441.0,23.754852,1.0,0.95416665
1133,11133,ca,ca,sanfrancisco,sanfrancisco,94128,94128,10080.0,1.3099304,26.5,0.13055556
1134,11134,ca,ca,sandiego,pomona,92103,91768,1.0,97.22017,1.0,2.6191666
1135,11135,tn,tn,memphis,memphis,38119,38118,1.0,4.8591948,2.65,0.25138888
1136,11136,fl,fl,clearwater,sanford,33762,32773,1000.0,106.40975,1.0,2.047778
1137,11137,ca,ca,mojave,longbeach,93501,90807,3420.0,85.11813,25.0,2.0533333
1138,11138,tx,tx,grapevine,grapevine,76051,76051,256.0,1.5704954,2.0,0.18138888
1139,11139,ca,ca,sanpedro,elsegundo,90731,90245,192.0,14.639893,50.0,0.47805557
1140,11140,va,va,leesburg,arlingtoncounty,20175,22202,5525.0,32.66958,25.0,0.835
1141,11141,ca,ca,sandiego,sandiego,92131,92101,192.0,13.344721,3.0,0.6836111
1142,11142,ca,ca,sacramento,sacramento,95815,95819,21054.0,2.4126627,20.0,0.21166667
1143,11143,fl,fl,miami,miami,33172,33122,360.0,3.9083183,1.0,0.2163889
1144,11144,wa,or,seatac,hillsboro,98158,97124,3374.0,134.69945,17.0,3.073611
1145,11145,tx,tx,irving,plano,75039,75024,600.0,14.873682,3.0,0.66638887
1146,11146,tx,tx,lagrange,sanantonio,78945,78226,216.0,109.01484,1.0,2.0469444
1147,11147,tx,tx,fortworth,richardson,76104,75082,3456.0,43.472168,10.0,0.9202778
1148,11148,ca,ca,irvine,santaana,92606,92706,192.0,6.456269,50.0,0.34694445
1149,11149,ga,ga,atlanta,atlanta,30354,30337,1470.0,1.1730878,6.0,0.16861111
1150,11150,ca,ca,sanleandro,danville,94577,94526,192.0,12.654691,3.0,0.50222224
1151,11151,ny,ct,newyorkcity,greenwich,10022,6830,3168.0,25.820395,30.0,0.8452778
1152,11152,ca,ca,sacramento,sacramento,95817,95832,512.0,5.5449805,1.0,0.27833334
1153,11153,il,il,chicago,foxrivergrove,60638,60021,11616.0,37.034767,70.0,1.1638889
1154,11154,ny,ny,newyorkcity,newyorkcity,11221,10022,864.0,5.5275826,5.0,0.5827778
1155,11155,ca,ca,sandiego,sandiego,92131,92101,9180.0,15.322875,15.0,0.43888888
1156,11156,ca,ca,ranchocucamonga,venice,91730,90291,1.0,50.45597,1.0,1.3202778
1157,11157,ca,ca,redlands,arcadia,92373,91007,1.0,48.783684,1.0,1.08
1158,11158,tx,tx,carrollton,grandprairie,75006,75051,10816.0,17.867168,60.0,0.5005556
1159,11159,wa,wa,bellevue,seattle,98005,98125,4800.0,9.295607,40.0,0.33444443
1160,11160,wa,wa,seattle,seattle,98168,98133,14872.0,17.07444,48.0,0.6213889
1161,11161,ca,ca,riverside,highland,92506,92346,2.0,16.997688,2.0,0.46027777
1162,11162,ca,ca,vannuys,woodlandhills,91406,91364,1728.0,7.2607074,10.0,0.345
1163,11163,ny,nj,newyorkcity,teterboro,11004,7608,1391.5,20.078827,15.0,0.7122222
1164,11164,tx,tx,dallas,dallas,75235,75246,75.0,5.259504,1.0,0.325
1165,11165,ca,ca,santafesprings,bellflower,90670,90706,192.0,5.5133843,10.0,0.35833332
1166,11166,ca,ca,sandiego,chulavista,92123,91910,5832.0,12.96477,1.0,0.3747222
1167,11167,il,il,northbrook,desplaines,60062,60018,864.0,9.273584,2.0,0.37694445
1168,11168,ca,ca,losaltos,southsanfrancisco,94024,94080,192.0,28.076296,50.0,0.67083335
1169,11169,wa,wa,seattle,seatac,98108,98158,2560.0,5.892562,11.0,0.24472222
1170,11170,ca,ca,santafesprings,covina,90670,91722,192.0,12.670389,10.0,0.5058333
1171,11171,ca,ca,ranchocucamonga,losangeles,91730,90068,1.0,42.89919,1.0,1.0241667
1172,11172,ca,ca,sandiego,imperialbeach,92154,91932,1.0,5.3028336,1.0,0.27444443
1173,11173,ca,ca,ranchocucamonga,corona,91730,92881,192.0,17.513706,16.0,0.7072222
1174,11174,fl,fl,westpalmbeach,fortlauderdale,33407,33316,1024.0,45.735348,20.0,0.9152778
1175,11175,pa,pa,fortwashington,philadelphia,19034,19153,3388.0,18.179783,21.0,0.6230556
1176,11176,ca,ca,sandiego,lajolla,92123,92037,5832.0,7.198552,1.0,0.3513889
1177,11177,fl,fl,lakecity,gainesville,32025,32605,1.0,37.43902,1.0,0.6813889
1178,11178,wa,wa,redmond,seattle,98052,98102,720.0,9.146405,6.0,0.35972223
1179,11179,ga,nc,duluth,charlotte,30096,28203,1440.0,204.9208,5.0,3.7633333
1180,11180,ca,ca,sacramento,sacramento,95817,95822,1.0,3.0790977,1.0,0.19777778
1181,11181,fl,fl,orangepark,jacksonville,32073,32207,1.0,11.067158,1.0,0.49416667
1182,11182,tn,tn,memphis,memphis,38115,38105,1000.0,11.803741,10.0,0.42805555
1183,11183,ca,ca,santafesprings,longbeach,90670,90813,5760.0,13.238348,15.0,0.5069444
1184,11184,ca,ca,ranchomirage,highland,92270,92346,1.0,51.822105,1.0,1.2502778
1185,11185,or,or,portland,bend,97227,97701,4608.0,123.06609,24.0,3.3291667
1186,11186,ca,ca,hayward,sanfrancisco,94545,94158,2744.0,17.882595,10.0,0.6225
1187,11187,tx,tx,dallas,dallas,75235,75231,7776.0,6.9599276,30.0,0.29722223
1188,11188,tx,tx,houston,houston,77061,77030,20.0,8.416694,2.0,0.41194445
1189,11189,ca,ca,suncity,highland,92586,92346,3.0,30.30506,3.0,1.1383333
1190,11190,nc,nc,raleigh,morrisville,27617,27560,864.0,2.806343,5.0,0.15277778
1191,11191,tx,tx,plano,rowlett,75093,75088,2800.0,16.812056,3.0,0.47388887
1192,11192,ca,ca,ranchocucamonga,losangeles,91730,90024,1.0,49.8444,1.0,1.0791667
1193,11193,nj,oh,elizabeth,hinckley,7201,44233,2880.0,395.0718,21.0,7.380833
1194,11194,ga,ga,duluth,jasper,30096,30143,1440.0,37.643303,1.0,1.1708333
1195,11195,fl,fl,miami,bocaraton,33138,33496,64.0,39.405266,2.0,0.87527776
1196,11196,il,il,desplaines,rockford,60018,61104,1000.0,62.868114,10.0,1.3225
1197,11197,nc,nc,winston-salem,charlotte,27127,28208,960.0,66.61261,4.0,1.4102777
1198,11198,wa,wa,bellevue,bellevue,98004,98004,1.0,0.61598116,1.0,0.09277778
1199,11199,ca,ca,chino,highland,91710,92346,1.0,31.003588,1.0,1.15
1200,11200,co,co,aurora,coloradosprings,80010,80920,1.0,55.36941,1.0,1.1211112
1201,11201,ca,ca,fountainvalley,santaana,92708,92701,1.0,5.271227,1.0,0.2825
1202,11202,tx,tx,houston,houston,77030,77030,24.0,0.112627104,1.0,0.020833334
1203,11203,ca,ca,sandiego,lajolla,92123,92037,5832.0,6.902267,1.0,0.33027777
1204,11204,ks,ks,wichita,wichita,67215,67209,1215.0,1.7864866,5.0,0.12416667
1205,11205,pa,nj,philadelphia,livingston,19104,7039,864.0,73.24466,5.0,1.8422222
1206,11206,nc,nc,cary,angier,27513,27501,7360.0,24.491903,30.0,0.81222224
1207,11207,ca,ca,sanmateo,sanfrancisco,94401,94133,3388.0,16.455824,20.0,0.47583333
